80404,2,-18690,-4809,18387,3016,-1381,-1942
80427,2,-19382,-5481,18403,3344,-1616,-3526
80449,2,-19318,-5241,18803,5295,-1376,-5781
80471,2,-19326,-6345,18739,8228,-2882,-7290
80538,2,-21690,-13641,22003,9571,-1996,-14680
80560,2,-20146,-14837,24619,6758,-3160,-17154
80582,2,-19406,-14501,26743,5901,-6881,-18871
80605,2,-19434,-15937,27303,6534,-9368,-20365
80626,2,-18758,-18001,27767,5572,-10346,-21970
80649,2,-18202,-20021,28323,1632,-9756,-25187
80671,2,-16922,-19045,29507,-3503,-8603,-27989
80694,2,-14674,-17161,30215,-6774,-8835,-28363
80715,2,-14054,-16625,29291,-10428,-8943,-29581
80738,2,-12602,-14117,27703,-14168,-8982,-30022
80760,2,-12070,-10817,26047,-16712,-9099,-29360
80782,2,-11166,-8297,24687,-15339,-7641,-26792
80804,2,-8114,-7253,23463,-12418,-8220,-26079
80827,2,-6962,-6881,22627,-10584,-8861,-26923
80849,2,-6218,-5781,21447,-11077,-9522,-25584
80893,2,-5766,-4957,18899,-14450,-7051,-18905
80937,2,-3474,-1661,19455,-10480,-6871,-10474
80960,2,-3946,-4801,19131,-5278,-8564,-4328
80983,2,-3174,-9809,18187,-3702,-11949,180
81005,2,-2466,-11285,16655,-2447,-16966,755
81027,2,-5434,-12209,13383,1275,-17566,349
81049,2,-7414,-14629,11855,390,-12857,1333
81072,2,-3058,-15525,13507,-2941,-10722,1555
81093,2,-1974,-13233,15139,-3376,-11858,1552
81116,2,-15518,-19253,-18077,812,-2746,1417
81138,2,3742,-18169,11191,5422,9579,-3172
81182,2,-74,-9977,15979,-4283,-7737,3816
81205,2,-2198,-13713,14139,1316,-8696,5053
81227,2,-2266,-15813,11819,1976,-8516,3759
81249,2,-4298,-16005,8851,3258,-5636,2525
81271,2,-3310,-16481,10443,4276,-2090,2301
81294,2,-2786,-16037,10695,2169,-2311,2414
81316,2,-5326,-14329,9423,1108,-1644,2206
81338,2,-6526,-12437,8003,1076,3269,1735
81360,2,-5794,-10505,8871,472,6532,1727
81383,2,-5186,-8281,10671,224,6743,3669
81427,2,-6490,-6317,11811,690,6655,11348
81449,2,-7754,-6665,12363,1786,8047,14924
81472,2,-9026,-7949,13395,2671,10225,17038
81494,2,-10402,-9341,15431,4076,11938,17613
81516,2,-12670,-11441,16739,6192,13902,17963
81539,2,-12790,-13125,17971,5330,17008,17963
81560,2,-12002,-11965,19543,2437,18989,18114
81583,2,-11882,-10205,21359,1042,19228,19682
81605,2,-13590,-11269,22547,-2028,19651,22370
81628,2,-11582,-10489,25235,-3818,17442,26740
81672,2,-14402,-13977,26363,10755,7519,32251
81694,2,-15854,-19073,24599,9919,5547,29615
81716,2,-15330,-19441,23603,3169,3276,27627
81738,2,-14238,-16029,22467,-601,-350,25665
81761,2,-15606,-12857,21035,2426,-3776,24102
81783,2,-18530,-14157,19051,4862,-3979,23283
81805,2,-20246,-16349,17415,4019,-2410,19849
81827,2,-20422,-15061,17027,3333,-543,14036
81850,2,-22146,-11345,16843,5762,867,10585
81871,2,-21562,-8585,17539,10577,1518,11433
81916,2,-19166,-9945,18739,14775,-2558,11412
81939,2,-18994,-9365,18227,12632,-4617,10449
81960,2,-18830,-8821,17099,8305,-5772,10650
81983,2,-19086,-8185,16531,2312,-5721,10525
82006,2,-18830,-7197,16271,-2831,-5629,9443
82027,2,-18994,-5561,15979,-6085,-5151,8426
82095,2,-19006,-3385,16419,-3087,-1235,4278
82116,2,-19334,-3453,16967,-1993,49,2417
82139,2,-19142,-3049,17235,-2088,1011,890
82161,2,-18954,-2337,17403,-2330,1731,253
82183,2,-18414,-1405,18131,-1444,1788,-342
