56802,2,1524,168,13402,-12504,319,15901
56824,2,-1032,1796,12338,-11974,2128,19308
56847,2,-2932,2512,13810,-11963,5047,24762
56868,2,-3824,2752,16986,-13330,5248,31070
56891,2,-6028,1644,19682,-13117,164,-32421
56913,2,-9344,480,20382,-11252,-5499,-32421
56935,2,-14992,-800,21946,-6421,-11609,-32421
56957,2,-21404,-6204,20590,-2790,-13712,-32421
56980,2,-23212,-9808,20678,-5572,-12460,-32421
57003,2,-23872,-8624,21022,-6912,-12120,-32421
57024,2,-24420,-4492,22010,-408,-12810,-32421
57047,2,-27164,-5488,22374,4193,-13544,-32421
57069,2,-26824,-5728,22114,5261,-16139,-32421
57091,2,-28176,-1280,20862,12044,-19732,-32421
57113,2,31972,480,17578,22023,-17304,-32421
57136,2,31972,2684,21226,32410,-15293,-32421
57246,2,-25428,-12772,15930,-47,17536,3560
57269,2,-27440,-11264,12334,16713,16640,-9919
57291,2,-27300,-11112,11578,24000,19384,-19063
57314,2,-28224,-12324,13326,22429,21527,-25307
57335,2,-29732,-14624,16334,18663,22465,-31352
57358,2,-32700,-15548,18614,15978,23739,-32420
57380,2,31972,-14176,22742,15980,23884,-32420
57402,2,-30776,-11100,26518,18488,18125,-32420
57424,2,-28228,-9984,28434,22324,7011,-32420
57447,2,-25944,-11980,28830,21558,-3617,-32420
57469,2,-23676,-12404,28686,15241,-13429,-32420
57491,2,-22612,-8736,27442,8369,-20166,-32420
57513,2,-21528,-4068,25894,5457,-24555,-32420
57536,2,-19156,-804,24162,5817,-26771,-32420
57558,2,-15920,972,22994,9324,-28872,-32420
57580,2,-13412,1440,19914,13774,-30495,-32420
57692,2,-1972,-5080,5486,6477,-15035,-7095
57713,2,-728,-6216,9078,7056,-12259,-3620
57736,2,-13788,-16488,-8186,8781,-9782,-3453
57758,2,30148,-16840,-30758,-15152,22373,-12733
