173699,4,-20572,-6645,7081,-4544,2781,-3510
173721,4,-21000,-6549,3505,-6868,9115,-6887
173744,4,-22920,-605,1873,1841,17552,-6540
173765,4,-21836,-437,3669,25667,25478,-2505
173810,4,-20344,-18909,1485,25667,18930,-7431
173832,4,-25032,-27765,1401,25667,22394,-17202
173854,4,-22932,-30645,2101,25667,22361,-26475
173877,4,-19308,-26745,3249,25667,19659,-30679
173898,4,-18588,-27001,4409,25667,13982,-32331
173921,4,-20348,-30069,7585,25667,10381,-32717
173943,4,-21952,-31845,14493,25667,5478,-32717
173966,4,-22144,32639,23745,24562,-5132,-32717
173987,4,-24560,-32329,27221,10029,-16354,-32717
174010,4,-24592,-23889,28565,2951,-24605,-32717
174054,4,-20348,-12805,27677,-8299,-32441,-32717
174099,4,-15476,-8849,27841,-14226,-32441,-32717
174121,4,-13180,-5489,27093,-19064,-32441,-32717
174143,4,-9032,-61,30765,-25774,-32441,-30285
174166,4,-6064,3051,31845,-29452,-32441,-22131
174188,4,-7200,3931,30201,-30201,-32441,-16265
174210,4,-7788,5199,28889,-28819,-32441,-12552
174277,4,-12908,8699,26841,-20022,-32441,-2744
174299,4,-16600,10075,23881,-18357,-32441,2616
174321,4,-17528,9659,18777,-13206,-32441,4417
174344,4,-17052,6163,14801,-3016,-32441,2893
174365,4,-18564,-2285,11257,7857,-32441,-2015
174388,4,-25116,-8253,-271,14109,-32441,-9626
174410,4,-27620,-16437,-12931,19452,-25710,-18105
174433,4,-24804,-22353,-16907,21436,-7795,-28981
174454,4,-30852,-21233,-18411,23445,11223,-32717
174477,4,-30728,-19649,-18411,25332,29042,-32717
174499,4,-27376,-20221,-17431,25667,-32442,-32717
174521,4,-21840,-19001,-11711,25667,-32442,-32717
174543,4,-15376,-22549,-6583,25351,-32442,-32717
174566,4,-9016,-26493,-3183,12101,-32442,-32717
174588,4,-4408,-21009,1325,3082,-32442,-32717
174610,4,4740,-17785,12201,936,-32442,-32717
174632,4,7728,-17429,17481,-2899,22107,-31378
174655,4,9860,-15765,19249,-9037,10067,-28858
174676,4,11588,-13269,21837,-14273,2543,-25621
174699,4,8756,-11865,24285,-19141,-4479,-22024
174766,4,4488,1019,28105,-16838,-27539,-16175
174788,4,232,359,24429,-14900,-32441,-10237
174811,4,-3488,-561,24233,-15417,-32441,-7379
174832,4,-4208,1135,25437,-15046,-32441,-7012
174855,4,-7392,3607,24141,-11408,-32441,-6882
174877,4,-10532,4499,23181,-8010,-32441,-5555
174900,4,-13516,5555,22937,-2804,-32441,-4459
174921,4,-16780,5007,19405,1408,-32441,-2896
174944,4,-19704,4767,13505,4642,-32441,-3522
174966,4,-19672,4279,10061,9278,-32441,-3744
174988,4,-20976,1831,4557,11146,-32441,-4084
175010,4,-23496,343,-143,11019,-29692,-3255
175033,4,-26716,-2413,-1935,7675,-20609,-1907
175055,4,-26380,-1025,-3319,4232,-12186,-2585
175077,4,-23192,2291,-3843,8576,-7498,-3629
175099,4,-24720,1843,-3915,15511,-2506,-3475
175122,4,-26224,323,-3715,19042,3986,-4176
175143,4,-24276,1571,-1855,23478,12496,-5967
175166,4,-19352,1999,2045,25667,19238,-6371
175188,4,-20148,879,4209,25667,24025,-3886
175211,4,-22968,-849,6277,25667,29996,-52
175233,4,-22512,-2329,9237,25667,-32442,3692
175255,4,-19268,-1241,12477,25667,-32442,7447
175278,4,-16364,-269,14973,25667,-32442,11601
175322,4,-18528,-1329,22309,25667,-32442,23001
175367,4,-14868,-6645,24645,25667,27584,-32718
175388,4,-20972,-8585,23133,25667,24249,-32718
175411,4,-25320,-11845,23561,24529,24028,-32718
175433,4,-25648,-13729,24229,21670,20259,-32718
175455,4,-24796,-13421,23409,19980,11250,-32718
175477,4,-29540,-12637,21485,20622,4996,-32718
175500,4,32620,-13917,19753,21447,4241,-32718
175522,4,-32044,-15477,19377,18201,4472,-32718
175544,4,-32424,-16405,17857,11047,3858,-32718
175566,4,-32732,-16981,17789,1441,3199,32594
175610,4,-29480,-19453,17981,-16627,-1118,25365
175633,4,-26912,-20097,18241,-24901,-4355,19933
175655,4,-24208,-17649,17389,-30030,-8459,14174
175678,4,-22792,-13057,15513,-28951,-11339,8748
175745,4,-20728,-2773,9341,3302,-7141,-4800
175766,4,-20364,-2513,9609,12984,-3405,-6502
175789,4,-20088,-3037,10245,17855,216,-7103
175811,4,-19052,-3845,11621,18486,2357,-6727
175834,4,-18384,-4693,13013,15888,2615,-5577
175855,4,-18316,-5045,13425,11608,1882,-4135
175878,4,-18896,-4789,13621,6755,1910,-2764
