70334,1,-21300,-2778,8165,4574,-1628,-1222
70355,1,-22856,-1950,7217,5634,-3937,-2592
70378,1,-26160,-1810,5977,7503,-5339,-3271
70401,1,-28996,-2578,5065,9467,-3275,-4800
70423,1,-30588,-3714,4777,10387,939,-7853
70445,1,32540,-2430,3725,10257,5150,-12480
70467,1,30692,-638,2937,10641,10412,-15723
70490,1,31480,862,3473,11851,16907,-17130
70511,1,31852,2482,2829,12352,19594,-17926
70534,1,30692,2482,1513,12616,22387,-15908
70556,1,30692,-318,1765,12352,29412,-11061
70600,1,30692,-8926,7585,4245,-32424,-9699
70623,1,30996,-8770,11349,-2411,-32424,-10019
70645,1,-32124,-5770,15017,-3500,-32424,-10779
70667,1,-29268,-7018,19213,-2151,-32424,-8869
70689,1,-23524,-10302,22137,-5254,-32424,-6099
70712,1,-18112,-12870,24069,-12418,-32424,-3872
70734,1,-13488,-13170,24113,-18769,-32424,-372
70756,1,-8516,-11862,22733,-21058,-32424,2730
70778,1,-4844,-10258,21361,-18132,-32424,3557
70801,1,-3700,-8314,19761,-11161,-32424,1835
70845,1,-808,-6154,18481,-668,-32424,-2427
70867,1,332,-4190,19049,1736,-32424,-3174
70890,1,40,-1898,20413,6125,-32424,-3129
70912,1,-272,-1806,22469,10399,-32424,-3213
70934,1,-1444,-966,26969,13898,-32424,-3364
70957,1,-3788,106,30733,18193,-32424,-4163
70979,1,-4816,638,-30275,20975,-32424,-5251
71001,1,-4748,962,-25555,21060,-32424,-5590
71023,1,15864,-3194,-18132,16756,-32424,-3760
71046,1,1268,2130,-18132,14243,-32424,2434
71090,1,-6312,3354,-18132,16342,21222,19728
71112,1,-8436,338,-18132,20379,13796,25408
71135,1,-9540,-3942,-18132,22594,6445,25202
71156,1,-9904,-5362,-18132,17207,-720,21274
71179,1,-9156,-1002,-18475,8152,-6800,17972
71201,1,-9836,3974,-21859,4042,-12766,19756
71223,1,-11764,5094,-24367,2901,-17047,23766
71245,1,-15484,5678,-24803,5,-20964,26667
71268,1,-17856,6478,-23015,-2856,-29448,28505
71290,1,-21492,4402,-23491,-5038,-32423,30071
71334,1,30692,738,-29203,-1971,-32423,-32702
71378,1,30692,-10002,-31927,-13824,-32423,-32702
71401,1,30692,-4962,32073,30835,-32423,-32702
71424,1,30692,11002,24629,25669,-32423,-32702
71446,1,30692,27254,6137,-28339,-32423,-32702
71468,1,30692,5274,2057,-4381,-32423,31479
71490,1,30692,-13698,7505,-18306,-32423,15402
71513,1,30692,-1882,2369,31083,-32423,8535
71534,1,30692,10798,4693,-21668,-32423,3544
71557,1,30692,8950,9349,2057,-32423,1157
71579,1,30692,1878,12945,12671,-32423,2718
71623,1,30692,-682,-5659,19102,-32423,24655
71646,1,30692,-12902,-3271,17484,-30592,19134
71668,1,30692,-16602,-1695,-2314,-23128,11629
71690,1,30692,-7658,-1199,-14496,-19640,12161
71756,1,-30856,3734,457,3241,-13163,5310
71779,1,-28660,-2450,1489,11937,-8021,6631
71801,1,-26196,-7774,3013,11245,-2670,5924
71824,1,-24364,-10254,5485,4558,2190,5129
71868,1,-21648,-7334,10061,-1702,7588,-419
71890,1,-20452,-2798,10089,4822,8436,-3873
71912,1,-20432,-4678,11657,10077,9036,-7176
71934,1,-19188,-5146,12589,6276,9472,-7450
71957,1,-18888,-3586,13457,574,9484,-5355
71980,1,-17696,-2366,14625,-1891,8762,-3180
72001,1,-16696,-1842,15149,-1357,6940,-2041
72024,1,-16420,-1786,15289,139,4549,-1439
