182647,3,-20050,-6701,7988,5779,1532,-4917
182670,3,-20006,-8997,8028,15573,4458,-8354
182691,3,-20294,-14249,9024,23799,4523,-12962
182714,3,-21658,-19137,10056,26410,5317,-19943
182758,3,-25546,-21073,12712,21573,5850,-31358
182803,3,-25950,-18597,16388,19484,3951,-32414
182825,3,-26618,-16913,18352,23584,2974,-32414
182847,3,-25242,-17797,21208,28250,741,-32414
182870,3,-22770,-18309,23800,31805,-4384,-32414
182892,3,-22686,-17849,27392,32396,-9710,-32414
182914,3,-20842,-16525,30064,32396,-14257,-32414
182936,3,-18598,-14457,31948,32396,-20759,-32414
182959,3,-17422,-13537,32424,32396,-26295,-32414
183003,3,-16234,-9813,31260,21973,-30975,-32414
183048,3,-12202,-2193,32764,12189,32665,-25221
183069,3,-8290,-2669,31616,9315,32665,-21508
183092,3,-8670,-657,30192,5559,32665,-16852
183114,3,-10762,2311,29716,9353,32665,-13926
183137,3,-4342,2863,28716,13445,32665,-12282
183158,3,-4674,3151,23788,14438,32665,-7306
183181,3,-7022,-437,15028,12267,32665,-1711
183203,3,-8350,-3385,4244,4689,32665,-2252
183225,3,-4014,-693,1056,340,-32319,-2738
183247,3,50,-1289,-5704,208,-27430,258
183292,3,474,-2561,-15936,-2728,-16746,3928
